epoch,loss
0,0.1762860119342804
1,0.07709116488695145
2,0.049897450953722
3,0.039514392614364624
4,0.033603642135858536
5,0.0302901528775692
6,0.028569601476192474
7,0.027805788442492485
8,0.027738668024539948
9,0.027038272470235825
10,0.02615646831691265
11,0.025977740064263344
12,0.025646034628152847
13,0.026502056047320366
14,0.025173896923661232
15,0.02429046668112278
16,0.024181736633181572
17,0.024020792916417122
18,0.023903923109173775
19,0.02315070852637291
20,0.02276463806629181
21,0.023029442876577377
22,0.02297387272119522
23,0.022045275196433067
24,0.021874625235795975
25,0.02262137457728386
26,0.02220480516552925
27,0.022311434149742126
28,0.021343069151043892
29,0.020894503220915794
30,0.02061995305120945
31,0.020040813833475113
32,0.019478769972920418
33,0.018934018909931183
34,0.01865171082317829
35,0.01848619244992733
36,0.018245737999677658
37,0.018293512985110283
38,0.019380932673811913
39,0.0214963611215353
40,0.018920501694083214
41,0.01825822703540325
42,0.018089016899466515
43,0.017928754910826683
44,0.017736677080392838
45,0.017554234713315964
46,0.017302772030234337
47,0.01715264841914177
48,0.017112314701080322
49,0.016778184100985527
50,0.016679804772138596
51,0.01664859615266323
52,0.016527250409126282
53,0.0167294479906559
54,0.016847925260663033
55,0.0170843917876482
56,0.017541423439979553
57,0.017833635210990906
58,0.017880180850625038
59,0.018478920683264732
60,0.017912311479449272
61,0.018729761242866516
62,0.01756940595805645
63,0.016897473484277725
64,0.016439072787761688
65,0.01638612151145935
66,0.016729241237044334
67,0.01678570732474327
68,0.01676282472908497
69,0.01659960113465786
70,0.016252873465418816
71,0.015948643907904625
72,0.01555587351322174
73,0.016215961426496506
74,0.015738658607006073
75,0.01576259359717369
76,0.015401110984385014
77,0.015227464959025383
78,0.014378588646650314
79,0.015675509348511696
80,0.01511089876294136
81,0.014775829389691353
82,0.01457146555185318
83,0.014623857103288174
84,0.014460399746894836
85,0.014506615698337555
86,0.014361482113599777
87,0.013829023577272892
88,0.013583434745669365
89,0.013462790288031101
90,0.013266257010400295
91,0.012833766639232635
92,0.012432203628122807
93,0.012215176597237587
94,0.012068287469446659
95,0.01183781772851944
96,0.011606680229306221
97,0.011482633650302887
98,0.011539972387254238
99,0.011241676285862923
100,0.011156356893479824
101,0.010973834432661533
102,0.010830298997461796
103,0.01169851329177618
104,0.011621836572885513
105,0.011391691863536835
106,0.011217538267374039
107,0.011159454472362995
108,0.011069735512137413
109,0.011296108365058899
110,0.011158260516822338
111,0.011067795567214489
112,0.011043637990951538
113,0.011059855110943317
114,0.01110925804823637
115,0.011007947847247124
116,0.011037223041057587
117,0.011007747612893581
118,0.01111117284744978
119,0.01105213537812233
120,0.010893079452216625
121,0.010817239060997963
122,0.010736080817878246
123,0.010798080824315548
124,0.010695201344788074
125,0.010632923804223537
126,0.0104925986379385
127,0.010402807034552097
128,0.010240184143185616
129,0.010190896689891815
130,0.010231489315629005
131,0.010101743042469025
132,0.010217801667749882
133,0.010196628980338573
134,0.010252012871205807
135,0.010329934768378735
136,0.010208221152424812
137,0.01006748341023922
138,0.010211106389760971
139,0.009929878637194633
140,0.009998539462685585
141,0.009788956493139267
142,0.009624904952943325
143,0.009556782431900501
144,0.009543945081532001
145,0.009591923095285892
146,0.009526964277029037
147,0.009464945644140244
148,0.009545600041747093
149,0.009645471349358559
150,0.009574620053172112
151,0.009749073535203934
152,0.009761749766767025
153,0.00968049094080925
154,0.00984964519739151
155,0.00976604875177145
156,0.00989160779863596
157,0.009995698928833008
158,0.009975333698093891
159,0.01003330573439598
160,0.00983890425413847
161,0.009841029532253742
162,0.009944666177034378
163,0.009871629066765308
164,0.010507797822356224
165,0.010093865916132927
166,0.00978193711489439
167,0.009796179831027985
168,0.009722491726279259
169,0.009736322797834873
170,0.009594383649528027
171,0.00958232581615448
172,0.00981738232076168
173,0.00967890303581953
174,0.009693805128335953
175,0.00983064342290163
176,0.009942134842276573
177,0.009812364354729652
178,0.00982690043747425
179,0.009725838899612427
180,0.009551553055644035
181,0.009400087408721447
182,0.009103271178901196
183,0.008927681483328342
184,0.008929387666285038
185,0.008805736899375916
186,0.008776770904660225
187,0.008567914366722107
188,0.008567258715629578
189,0.008415846154093742
190,0.008316674269735813
191,0.008238513022661209
192,0.008208888582885265
193,0.008189053274691105
194,0.00819849781692028
195,0.00817099865525961
196,0.00810586754232645
197,0.008052459917962551
198,0.008020348846912384
199,0.007968101650476456
