epoch,loss
0,0.13556215167045593
1,0.1131460964679718
2,0.0948246642947197
3,0.07953613996505737
4,0.06541867554187775
5,0.05689654499292374
6,0.05251847207546234
7,0.05032893642783165
8,0.04862688481807709
9,0.04650427773594856
10,0.04568462446331978
11,0.04346885159611702
12,0.04362545534968376
13,0.042436107993125916
14,0.04181010648608208
15,0.04224875569343567
16,0.0411355122923851
17,0.03758708015084267
18,0.03547011315822601
19,0.03295375034213066
20,0.03328704461455345
21,0.03220245614647865
22,0.033315952867269516
23,0.033440735191106796
24,0.03463717922568321
25,0.037185199558734894
26,0.03810211271047592
27,0.03585100173950195
28,0.03738650679588318
29,0.032265327870845795
30,0.030073536559939384
31,0.027808409184217453
32,0.028536135330796242
33,0.030226536095142365
34,0.03758576512336731
35,0.03485613688826561
36,0.04189059138298035
37,0.05989888310432434
38,0.06101231649518013
39,0.08682096749544144
40,0.1625603437423706
41,0.2005162388086319
42,0.40790075063705444
43,0.49121588468551636
44,0.481845498085022
45,0.34826162457466125
46,0.3838382065296173
47,0.26961585879325867
48,0.21281147003173828
49,0.1728101521730423
50,0.06460541486740112
51,0.14201009273529053
52,0.10446283966302872
53,0.13300125300884247
54,0.11109885573387146
55,0.21357934176921844
56,0.3158714473247528
57,0.3764432668685913
58,0.8300955295562744
59,1.3419725894927979
60,0.9993091821670532
61,1.6275691986083984
62,3.014514446258545
63,0.19730587303638458
64,1.209656000137329
65,0.9606989622116089
66,1.6931105852127075
67,1.028386116027832
68,0.4789261817932129
69,0.40617188811302185
70,0.2252955436706543
71,0.1202624961733818
72,0.08624090999364853
73,0.0870107039809227
74,0.12901455163955688
75,0.09177876263856888
76,0.03356502577662468
77,0.028613727539777756
78,0.03103730082511902
79,0.026990791782736778
80,0.027214867994189262
81,0.025852784514427185
82,0.026913011446595192
83,0.025920458137989044
84,0.026594024151563644
85,0.026660053059458733
86,0.025993680581450462
87,0.023722395300865173
88,0.023639792576432228
89,0.023502912372350693
90,0.023227522149682045
91,0.025369063019752502
92,0.023431692272424698
93,0.023710990324616432
94,0.023602290078997612
95,0.02550017461180687
96,0.02343599870800972
97,0.027161480858922005
98,0.023387162014842033
99,0.023703666403889656
100,0.023870963603258133
101,0.0240434929728508
102,0.028502991423010826
103,0.023793794214725494
104,0.023566540330648422
105,0.028184806928038597
106,0.023604921996593475
107,0.023933954536914825
108,0.023895615711808205
109,0.023610517382621765
110,0.022864611819386482
111,0.023237215355038643
112,0.022749491035938263
113,0.02289757691323757
114,0.023022538051009178
115,0.02332496829330921
116,0.0232413187623024
117,0.023251835256814957
118,0.023496408015489578
119,0.023329949006438255
120,0.023090293630957603
121,0.023622242733836174
122,0.0232666227966547
123,0.023181449621915817
124,0.02308046445250511
125,0.023623833432793617
126,0.028329037129878998
127,0.027451809495687485
128,0.025959214195609093
129,0.02461043745279312
130,0.025758562609553337
131,0.022750111296772957
132,0.024178704246878624
133,0.0255025215446949
134,0.024624666199088097
135,0.02507089637219906
136,0.027725176885724068
137,0.025171572342514992
138,0.028215544298291206
139,0.029732169583439827
140,0.033549364656209946
141,0.04006144776940346
142,0.051165059208869934
143,0.06633716076612473
144,0.10414981842041016
145,0.13552828133106232
146,0.13296033442020416
147,0.10890103876590729
148,0.08506133407354355
149,0.06687308102846146
150,0.05246887356042862
151,0.059381190687417984
152,0.027643708512187004
153,0.03802947327494621
154,0.032926250249147415
155,0.0313248485326767
156,0.04220016673207283
157,0.03039225935935974
158,0.027991753071546555
159,0.027325961738824844
160,0.027259865775704384
161,0.02696646749973297
162,0.02675609104335308
163,0.027209561318159103
164,0.027551395818591118
165,0.025315625593066216
166,0.0275725107640028
167,0.026635780930519104
168,0.02498685009777546
169,0.024498803541064262
170,0.02455238439142704
171,0.024753829464316368
172,0.024888910353183746
173,0.024864232167601585
174,0.024146324023604393
175,0.02397810108959675
176,0.02404693327844143
177,0.02391275390982628
178,0.02704397216439247
179,0.02525133080780506
180,0.02586536481976509
181,0.0244635920971632
182,0.027934562414884567
183,0.02430609054863453
184,0.02399194799363613
185,0.02442856691777706
186,0.028735922649502754
187,0.02563481032848358
188,0.037791311740875244
189,0.028109731152653694
190,0.029567044228315353
191,0.027137717232108116
192,0.026808923110365868
193,0.025706717744469643
194,0.026493467390537262
195,0.025976676493883133
196,0.025062020868062973
197,0.033461522310972214
198,0.02862662263214588
199,0.025674942880868912
