epoch,F1,loss,precision,recall,val_F1,val_loss,val_precision,val_recall
187,"""[0.8494854]""",0.053100645542144775,0.8494859337806702,0.9292247891426086,"""[0.83212507]""",0.29215994477272034,0.8321256041526794,0.5341085195541382
188,"""[0.8514533]""",0.052770961076021194,0.8514537811279297,0.9265257120132446,"""[0.81378436]""",0.29878756403923035,0.8137847781181335,0.5217054486274719
189,"""[0.84894204]""",0.050535090267658234,0.8489425778388977,0.9269755482673645,"""[0.7986186]""",0.2794090509414673,0.7986190915107727,0.5379844903945923
190,"""[0.851999]""",0.04815207049250603,0.8519994616508484,0.9296746253967285,"""[0.7811403]""",0.2771972715854645,0.7811408638954163,0.5201550126075745
191,"""[0.8545699]""",0.04557346925139427,0.8545704483985901,0.9322237372398376,"""[0.7705673]""",0.2677795886993408,0.770567774772644,0.5155038833618164
192,"""[0.85739803]""",0.04436340183019638,0.857398509979248,0.9340230822563171,"""[0.76430154]""",0.2700018286705017,0.7643020749092102,0.5178294777870178
193,"""[0.8590728]""",0.043844178318977356,0.8590733408927917,0.934173047542572,"""[0.75806403]""",0.2679305672645569,0.7580645084381104,0.5100775361061096
194,"""[0.86213994]""",0.04351716488599777,0.8621404767036438,0.9349227547645569,"""[0.7388133]""",0.26277291774749756,0.7388137578964233,0.5503876209259033
195,"""[0.865235]""",0.04167227819561958,0.865235447883606,0.9367221593856812,"""[0.74270785]""",0.271465927362442,0.7427083253860474,0.55271315574646
196,"""[0.8616928]""",0.0415002666413784,0.8616933226585388,0.9370220303535461,"""[0.7626369]""",0.2549850344657898,0.7626373767852783,0.5379844903945923
197,"""[0.8561996]""",0.04455384984612465,0.8562001585960388,0.9338731169700623,"""[0.7418143]""",0.24952241778373718,0.7418147921562195,0.6147286891937256
198,"""[0.8636108]""",0.042073655873537064,0.8636112809181213,0.9380716681480408,"""[0.759652]""",0.23220284283161163,0.7596524953842163,0.6100775003433228
199,"""[0.8583444]""",0.04448419809341431,0.8583448529243469,0.9331234097480774,"""[0.74418557]""",0.23616163432598114,0.7441860437393188,0.6201550364494324
